loopIteration, time (us), axisP[0], axisP[1], axisP[2], axisI[0], axisI[1], axisI[2], axisD[0], axisD[1], axisF[0], axisF[1], axisF[2], rcCommand[0], rcCommand[1], rcCommand[2], rcCommand[3], setpoint[0], setpoint[1], setpoint[2], setpoint[3], vbatLatest (V), amperageLatest (A), baroAlt, rssi, gyroADC[0], gyroADC[1], gyroADC[2], gyroUnfilt[0], gyroUnfilt[1], gyroUnfilt[2], accSmooth[0], accSmooth[1], accSmooth[2], debug[0], debug[1], debug[2], debug[3], debug[4], debug[5], debug[6], debug[7], motor[0], motor[1], motor[2], motor[3], eRPM[0], eRPM[1], eRPM[2], eRPM[3], energyCumulative (mAh), flightModeFlags (flags), stateFlags (flags), failsafePhase (flags), rxSignalReceived, rxFlightChannelsValid
1043, 35895429,   0,   0,   1,   0,   0,   0,   0,  -1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.54, 1.41, -19, 538,   0,   0,  -1,   1,   0,   0, -49,  69, 2028,   1,   0,   0,   0,   0,   0,   0,   0, 161, 167, 163, 164, 227, 225, 223, 222, 25, ANGLE_MODE, 0, IDLE, 1, 1
1044, 35895681,   0,   0,   1,   0,   0,   0,  -1,  -2,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.54, 1.41, -19, 538,   0,   0,  -1,   0,   0,  -1, -49,  69, 2028,   0,   0,   0,   0,   0,   0,   0,   0, 163, 169, 161, 163, 218, 225, 223, 222, 25, ANGLE_MODE, 0, IDLE, 1, 1
1045, 35895932,   0,   0,   1,   0,   0,   0,  -2,  -2,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.54, 1.41, -19, 538,   0,   0,  -1,   1,   0,  -1, -53,  76, 2031,   1,   0,  -1,   0,   0,   0,   0,   0, 163, 171, 160, 162, 227, 221, 220, 220, 25, ANGLE_MODE, 0, IDLE, 1, 1
1046, 35896184,   0,   0,   1,   0,   0,   0,  -2,  -2,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.54, 1.41, -19, 538,   0,   0,  -1,   0,   0,  -1, -53,  76, 2031,   0,  -1,  -1,   0,   0,   0,   0,   0, 164, 171, 159, 161, 227, 224, 220, 225, 25, ANGLE_MODE, 0, IDLE, 1, 1
1047, 35896436,   0,   0,   1,   0,   0,   0,  -3,  -2,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.54, 1.41, -19, 538,   0,   0,  -1,   0,   0,  -1, -53,  76, 2031,   0,   0,  -1,   0,   0,   0,   0,   0, 165, 172, 158, 160, 223, 224, 223, 225, 25, ANGLE_MODE, 0, IDLE, 1, 1
1048, 35896687,   0,   0,   1,   0,   0,   0,  -3,  -1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.54, 1.41, -19, 538,   0,   0,  -1,   0,  -1,  -1, -53,  76, 2031,   0,  -1,  -1,   0,   0,   0,   0,   0, 166, 172, 158, 160, 226, 224, 223, 219, 25, ANGLE_MODE, 0, IDLE, 1, 1
1049, 35896939,   0,   0,   1,   0,   0,   0,  -3,  -1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.54, 1.41, -19, 538,   0,   0,  -1,  -1,  -1,   0, -53,  76, 2031,   0,  -1,  -1,   0,   0,   0,   0,   0, 167, 172, 158, 159, 226, 221, 223, 225, 25, ANGLE_MODE, 0, IDLE, 1, 1
1050, 35897191,   0,   0,   1,   0,   0,   0,  -3,  -1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.54, 1.41, -19, 538,   0,   0,  -1,  -1,  -1,   0, -47,  81, 2036,  -1,  -1,   0,   0,   0,   0,   0,   0, 167, 171, 159, 159, 225, 221, 221, 225, 25, ANGLE_MODE, 0, IDLE, 1, 1
1051, 35897442,   0,   0,   1,   0,   0,   0,  -3,  -1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.54, 1.41, -19, 538,   0,   0,  -1,   0,  -1,  -1, -47,  81, 2036,   0,  -1,  -1,   0,   0,   0,   0,   0, 166, 170, 161, 159, 225, 221, 223, 225, 25, ANGLE_MODE, 0, IDLE, 1, 1
1052, 35897694,   0,   0,   1,   0,   0,   0,  -2,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.54, 1.41, -19, 538,   0,   0,  -1,  -1,   0,  -2, -47,  81, 2036,   0,  -1,  -1,   0,   0,   0,   0,   0, 166, 169, 162, 159, 226, 218, 221, 219, 25, ANGLE_MODE, 0, IDLE, 1, 1
1053, 35897947,   0,   0,   1,   0,   0,   0,  -2,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.54, 1.41, -19, 538,   0,   0,  -1,  -1,  -1,  -1, -47,  81, 2036,  -1,   0,  -1,   0,   0,   0,   0,   0, 166, 168, 163, 159, 226, 218, 221, 223, 25, ANGLE_MODE, 0, IDLE, 1, 1
1054, 35898197,   0,   1,   1,   0,   0,   0,  -1,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.54, 1.41, -19, 538,   0,   0,  -1,  -2,  -1,   0, -38,  82, 2041,  -1,  -1,   0,   0,   0,   0,   0,   0, 165, 166, 164, 160, 226, 218, 225, 223, 25, ANGLE_MODE, 0, IDLE, 1, 1
1055, 35898449,   1,   1,   1,   0,   0,   0,  -1,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.54, 1.41, -19, 538,   0,   0,  -1,  -2,  -1,   1, -38,  82, 2041,  -2,  -1,   1,   0,   0,   0,   0,   0, 165, 164, 167, 161, 225, 223, 225, 221, 25, ANGLE_MODE, 0, IDLE, 1, 1
1056, 35898701,   1,   1,   1,   0,   0,   0,   0,   1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.54, 1.41, -19, 538,   0,   0,  -1,   0,   0,   2, -38,  82, 2041,  -1,   0,   2,   0,   0,   0,   0,   0, 163, 161, 169, 162, 224, 221, 221, 224, 25, ANGLE_MODE, 0, IDLE, 1, 1
1057, 35898952,   1,   1,   1,   0,   0,   0,   1,   1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.54, 1.41, -19, 538,   0,   0,   0,   0,   1,   1, -38,  82, 2041,   0,   0,   1,   0,   0,   0,   0,   0, 162, 160, 171, 163, 221, 223, 222, 224, 25, ANGLE_MODE, 0, IDLE, 1, 1
1058, 35899204,   1,   0,   1,   0,   0,   0,   1,   1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.54, 1.41, -19, 538,   0,   0,   0,   0,   1,   1, -38,  82, 2041,   1,   1,   1,   0,   0,   0,   0,   0, 161, 160, 170, 164, 221, 223, 222, 224, 25, ANGLE_MODE, 0, IDLE, 1, 1
1059, 35899455,   1,   0,   1,   0,   0,   0,   1,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.54, 1.41, -19, 538,   0,   0,   0,  -1,   0,   2, -24,  88, 2051,   0,   1,   1,   0,   0,   0,   0,   0, 161, 160, 169, 165, 226, 221, 222, 219, 25, ANGLE_MODE, 0, IDLE, 1, 1
1060, 35899707,   1,   0,   0,   0,   0,   0,   2,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.55, 1.41, -19, 538,   0,   0,   0,  -1,   1,   2, -24,  88, 2051,  -1,   0,   2,   0,   0,   0,   0,   0, 160, 161, 168, 167, 226, 226, 222, 225, 25, ANGLE_MODE, 0, IDLE, 1, 1
1061, 35899959,   1,   0,   0,   0,   0,   0,   2,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.55, 1.41, -19, 538,   0,   0,   0,   0,   1,   2, -24,  88, 2051,  -1,   1,   2,   0,   0,   0,   0,   0, 159, 160, 168, 168, 223, 226, 225, 225, 25, ANGLE_MODE, 0, IDLE, 1, 1
1062, 35900210,   1,   0,   0,   0,   0,   0,   2,  -1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.55, 1.41, -19, 538,   0,   0,   1,   0,   0,   1, -24,  88, 2051,   0,   0,   2,   0,   0,   0,   0,   0, 158, 160, 168, 170, 228, 226, 225, 225, 25, ANGLE_MODE, 0, IDLE, 1, 1
1063, 35900462,   1,   0,   0,   0,   0,   0,   2,  -1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.55, 1.41, -19, 538,   0,   0,   1,   1,   0,   0,  -9,  82, 2063,   1,   0,   0,   0,   0,   0,   0,   0, 159, 160, 168, 170, 228, 219, 225, 225, 25, ANGLE_MODE, 0, IDLE, 1, 1
1064, 35900716,   1,   0,   0,   0,   0,   0,   2,  -1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.55, 1.41, -19, 538,   0,   0,   1,   0,   0,   0,  -9,  82, 2063,   1,   0,  -1,   0,   0,   0,   0,   0, 160, 160, 167, 170, 225, 227, 223, 225, 25, ANGLE_MODE, 0, IDLE, 1, 1
1065, 35900966,   1,   0,  -1,   0,   0,   0,   2,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.55, 1.41, -19, 538,   0,   0,   1,   0,   0,   0,  -9,  82, 2063,   0,   0,   0,   0,   0,   0,   0,   0, 161, 159, 167, 169, 225, 227, 224, 227, 25, ANGLE_MODE, 0, IDLE, 1, 1
1066, 35901218,   1,   1,  -1,   0,   0,   0,   2,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.55, 1.41, -19, 538,   0,   0,   1,   0,   0,   1,  -9,  82, 2063,   0,   0,   1,   0,   0,   0,   0,   0, 162, 159, 167, 168, 225, 221, 223, 219, 25, ANGLE_MODE, 0, IDLE, 1, 1
1067, 35901469,   1,   1,  -1,   0,   0,   0,   1,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.55, 1.41, -19, 538,   0,   0,   1,   1,   0,   1, -18,  90, 2065,   1,   0,   1,   0,   0,   0,   0,   0, 164, 158, 167, 167, 227, 224, 223, 225, 25, ANGLE_MODE, 0, IDLE, 1, 1
1068, 35901721,   0,   1,  -1,   0,   0,   0,   1,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.55, 1.41, -19, 538,   0,   0,   1,   1,   0,   0, -18,  90, 2065,   1,   1,   1,   0,   0,   0,   0,   0, 165, 159, 166, 166, 225, 224, 225, 225, 25, ANGLE_MODE, 0, IDLE, 1, 1
1069, 35901973,   0,   1,  -1,   0,   0,   0,   1,   1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.55, 1.41, -19, 538,   0,   0,   1,   0,   0,   0, -18,  90, 2065,   0,   0,   0,   0,   0,   0,   0,   0, 166, 159, 166, 165, 226, 224, 225, 223, 25, ANGLE_MODE, 0, IDLE, 1, 1
1070, 35902227,   0,   1,  -1,   0,   0,   0,   0,   1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.55, 1.41, -19, 538,   0,   0,   1,   0,  -1,   0, -18,  90, 2065,   0,  -1,   0,   0,   0,   0,   0,   0, 167, 159, 165, 165, 226, 221, 225, 226, 25, ANGLE_MODE, 0, IDLE, 1, 1
1071, 35902476,   0,   1,  -1,   0,   0,   0,   0,   1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.55, 1.41, -19, 538,   0,   0,   1,   0,   0,   1, -18,  90, 2065,   0,  -1,   1,   0,   0,   0,   0,   0, 167, 158, 166, 164, 223, 225, 224, 226, 25, ANGLE_MODE, 0, IDLE, 1, 1
1072, 35902728,   0,   1,  -1,   0,   0,   0,   0,   1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.55, 1.41, -19, 538,   0,   0,   1,   1,   0,   2, -17,  97, 2063,   1,   0,   2,   0,   0,   0,   0,   0, 168, 158, 166, 163, 223, 225, 222, 226, 25, ANGLE_MODE, 0, IDLE, 1, 1
1073, 35902979,   0,   1,  -1,   0,   0,   0,   0,   1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.55, 1.41, -19, 538,   0,   0,   1,   1,   0,   1, -17,  97, 2063,   1,   0,   2,   0,   0,   0,   0,   0, 169, 159, 165, 162, 223, 220, 225, 219, 25, ANGLE_MODE, 0, IDLE, 1, 1
1074, 35903231,   0,   1,  -1,   0,   0,   0,  -1,   1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.55, 1.41, -19, 538,   0,   0,   1,   1,  -1,   0, -17,  97, 2063,   1,  -1,   1,   0,   0,   0,   0,   0, 170, 160, 164, 161, 226, 225, 225, 226, 25, ANGLE_MODE, 0, IDLE, 1, 1
1075, 35903482,   0,   1,  -1,   0,   0,   0,  -1,   2,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.55, 1.41, -19, 538,   0,   0,   1,   1,  -1,  -1, -17,  97, 2063,   1,  -1,  -1,   0,   0,   0,   0,   0, 172, 160, 164, 160, 226, 225, 225, 226, 25, ANGLE_MODE, 0, IDLE, 1, 1
1076, 35903746,   0,   1,  -1,   0,   0,   0,  -2,   2,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.55, 1.37, -19, 538,   0,   0,   0,   1,   0,  -1, -17,  97, 2063,   1,   0,  -1,   0,   0,   0,   0,   0, 173, 161, 164, 158, 229, 225, 226, 226, 25, ANGLE_MODE, 0, IDLE, 1, 1
1077, 35903986,   0,   1,  -1,   0,   0,   0,  -2,   2,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.55, 1.37, -19, 538,   0,   0,   0,   1,   0,  -1, -13,  90, 2053,   1,   0,  -1,   0,   0,   0,   0,   0, 174, 162, 162, 158, 229, 221, 226, 225, 25, ANGLE_MODE, 0, IDLE, 1, 1
1078, 35904237,   0,   1,  -1,   0,   0,   0,  -3,   1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.55, 1.37, -19, 538,   0,   0,   0,   0,   0,   0, -13,  90, 2053,   0,   0,   0,   0,   0,   0,   0,   0, 173, 164, 161, 158, 226, 225, 225, 225, 25, ANGLE_MODE, 0, IDLE, 1, 1
1079, 35904489,   0,   0,  -1,   0,   0,   0,  -3,   1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.55, 1.37, -19, 538,   0,   0,   0,  -1,   0,   1, -13,  90, 2053,  -1,   1,   0,   0,   0,   0,   0,   0, 172, 166, 159, 159, 225, 225, 225, 221, 25, ANGLE_MODE, 0, IDLE, 1, 1
1080, 35904743,   0,   0,  -1,   0,   0,   0,  -3,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.54, 1.37, -19, 538,   0,   0,   0,   0,   0,   1, -13,  90, 2053,   0,   0,   1,   0,   0,   0,   0,   0, 170, 167, 158, 161, 225, 222, 224, 221, 25, ANGLE_MODE, 0, IDLE, 1, 1
1081, 35904992,   0,   0,  -1,   0,   0,   0,  -3,  -1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.54, 1.37, -19, 538,   0,   0,   0,   1,   1,   1, -13,  90, 2053,   1,   0,   1,   0,   0,   0,   0,   0, 168, 168, 157, 162, 225, 224, 224, 229, 25, ANGLE_MODE, 0, IDLE, 1, 1
1082, 35905244,   0,   0,  -1,   0,   0,   0,  -3,  -2,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.54, 1.37, -19, 538,   1,   0,   1,   1,   0,   1, -13,  90, 2053,   1,   1,   1,   0,   0,   0,   0,   0, 168, 170, 154, 163, 225, 224, 223, 229, 25, ANGLE_MODE, 0, IDLE, 1, 1
1083, 35905496,  -1,   0,  -1,   0,   0,   0,  -3,  -2,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.54, 1.37, -19, 538,   1,   0,   1,  -1,  -1,   1,  -1,  95, 2046,   0,   0,   1,   0,   0,   0,   0,   0, 168, 172, 153, 163, 229, 224, 223, 229, 25, ANGLE_MODE, 0, IDLE, 1, 1
1084, 35905747,   0,   0,  -1,   0,   0,   0,  -3,  -2,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.54, 1.37, -19, 538,   1,   0,   1,  -1,  -1,   0,  -1,  95, 2046,  -1,  -1,   1,   0,   0,   0,   0,   0, 167, 172, 153, 164, 229, 221, 223, 225, 25, ANGLE_MODE, 0, IDLE, 1, 1
1085, 35905999,   0,   0,  -1,   0,   0,   0,  -3,  -2,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.54, 1.37, -19, 538,   0,   0,   1,  -1,   0,   0,  -1,  95, 2046,  -1,   0,   0,   0,   0,   0,   0,   0, 167, 170, 155, 165, 229, 227, 225, 224, 25, ANGLE_MODE, 0, IDLE, 1, 1
1086, 35906251,   0,   0,  -1,   0,   0,   0,  -2,  -2,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.54, 1.37, -19, 538,   0,   0,   0,   0,   1,   0,  -1,  95, 2046,  -1,   1,   0,   0,   0,   0,   0,   0, 166, 169, 156, 165, 225, 227, 225, 223, 25, ANGLE_MODE, 0, IDLE, 1, 1
1087, 35906502,   0,   0,  -1,   0,   0,   0,  -2,  -2,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.54, 1.37, -19, 538,   0,   0,   0,   0,   1,   0,  -5,  98, 2044,   0,   1,   0,   0,   0,   0,   0,   0, 165, 168, 157, 166, 229, 224, 223, 223, 25, ANGLE_MODE, 0, IDLE, 1, 1
1088, 35906756,   0,   0,  -1,   0,   0,   0,  -1,  -2,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.54, 1.37, -19, 538,   0,   0,   0,  -1,  -1,   0,  -5,  98, 2044,  -1,   0,   0,   0,   0,   0,   0,   0, 164, 167, 158, 167, 226, 226, 223, 225, 25, ANGLE_MODE, 0, IDLE, 1, 1
1089, 35907006,   0,   0,  -1,   0,   0,   0,   0,  -2,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.54, 1.37, -19, 538,   0,   0,   0,  -1,  -2,   0,  -5,  98, 2044,  -1,  -1,   0,   0,   0,   0,   0,   0, 163, 165, 160, 167, 226, 226, 223, 225, 25, ANGLE_MODE, 0, IDLE, 1, 1
1090, 35907257,   1,   1,  -1,   0,   0,   0,   0,  -1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.54, 1.37, -19, 538,   0,   0,   0,  -1,  -1,   0,  -5,  98, 2044,  -1,  -1,   0,   0,   0,   0,   0,   0, 164, 161, 164, 167, 228, 226, 227, 223, 25, ANGLE_MODE, 0, IDLE, 1, 1
1091, 35907509,   1,   1,  -1,   0,   0,   0,   1,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.54, 1.37, -19, 538,   0,   0,   0,   0,   0,  -1,  -5,  98, 2044,  -1,   0,  -1,   0,   0,   0,   0,   0, 164, 159, 167, 166, 226, 223, 224, 227, 25, ANGLE_MODE, 0, IDLE, 1, 1
1092, 35907761,   1,   1,  -1,   0,   0,   0,   2,   1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.54, 1.37, -19, 538,   0,   0,   0,   0,   0,  -2,  -5, 100, 2036,   0,   0,  -2,   0,   0,   0,   0,   0, 164, 157, 169, 167, 226, 225, 225, 227, 25, ANGLE_MODE, 0, IDLE, 1, 1
1093, 35908012,   1,   1,  -1,   0,   0,   0,   2,   1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.54, 1.37, -19, 538,   0,   0,   0,  -1,  -1,  -2,  -5, 100, 2036,  -1,   0,  -2,   0,   0,   0,   0,   0, 163, 155, 171, 167, 226, 225, 225, 225, 25, ANGLE_MODE, 0, IDLE, 1, 1
1094, 35908266,   1,   1,   0,   0,   0,   0,   3,   2,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.54, 1.37, -19, 538,  -1,   0,   0,  -1,  -1,  -1,  -5, 100, 2036,  -1,  -1,  -1,   0,   0,   0,   0,   0, 163, 153, 173, 167, 226, 221, 225, 225, 25, ANGLE_MODE, 0, IDLE, 1, 1
1095, 35908516,   1,   1,   0,   0,   0,   0,   3,   2,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.54, 1.37, -19, 538,  -1,  -1,   0,   1,  -1,   0,  -5, 100, 2036,   0,  -1,   0,   0,   0,   0,   0,   0, 163, 151, 176, 166, 228, 224, 225, 225, 25, ANGLE_MODE, 0, IDLE, 1, 1
1096, 35908768,   1,   1,   0,   0,   0,   0,   3,   3,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.54, 1.37, -19, 538,   0,  -1,   0,   0,   0,   1,  -6,  98, 2030,   0,   0,   1,   0,   0,   0,   0,   0, 163, 151, 176, 166, 228, 224, 225, 226, 25, ANGLE_MODE, 0, IDLE, 1, 1
1097, 35909019,   1,   1,   0,   0,   0,   0,   3,   3,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.54, 1.37, -19, 538,   0,  -1,   0,   0,  -1,   1,  -6,  98, 2030,   0,   0,   1,   0,   0,   0,   0,   0, 164, 151, 176, 165, 228, 223, 223, 223, 25, ANGLE_MODE, 0, IDLE, 1, 1
1098, 35909270,   1,   1,   0,   0,   0,   0,   3,   3,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.54, 1.37, -19, 538,   0,  -1,   0,   0,  -1,   0,  -6,  98, 2030,   0,  -1,   1,   0,   0,   0,   0,   0, 164, 151, 176, 165, 229, 223, 221, 226, 25, ANGLE_MODE, 0, IDLE, 1, 1
1099, 35909522,   1,   1,   0,   0,   0,   0,   3,   3,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.54, 1.37, -19, 538,   0,  -1,   0,   0,   0,  -1,  -6,  98, 2030,   0,   0,   0,   0,   0,   0,   0,   0, 165, 151, 175, 164, 224, 228, 229, 226, 25, ANGLE_MODE, 0, IDLE, 1, 1
1100, 35909774,   1,   1,   0,   0,   0,   0,   3,   3,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.54, 1.37, -19, 538,   0,   0,   0,   0,   0,  -1,  -2,  93, 2026,   0,   0,  -1,   0,   0,   0,   0,   0, 165, 152, 174, 164, 227, 228, 229, 223, 25, ANGLE_MODE, 0, IDLE, 1, 1
1101, 35910025,   1,   1,   0,   0,   0,   0,   2,   2,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.54, 1.37, -19, 538,   0,   0,   0,   0,   0,  -1,  -2,  93, 2026,   0,   0,  -1,   0,   0,   0,   0,   0, 165, 154, 173, 164, 227, 228, 226, 223, 25, ANGLE_MODE, 0, IDLE, 1, 1
1102, 35910280,   0,   1,   0,   0,   0,   0,   2,   2,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.54, 1.37, -19, 538,   0,   0,  -1,   1,   0,  -1,  -2,  93, 2026,   0,   0,  -1,   0,   0,   0,   0,   0, 165, 156, 171, 163, 226, 222, 227, 223, 25, ANGLE_MODE, 0, IDLE, 1, 1
1103, 35910529,   0,   1,   0,   0,   0,   0,   1,   1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.54, 1.37, -19, 538,   0,   0,  -1,   1,   1,  -1,  -2,  93, 2026,   1,   0,  -1,   0,   0,   0,   0,   0, 165, 158, 169, 163, 231, 222, 227, 226, 25, ANGLE_MODE, 0, IDLE, 1, 1
1104, 35910780,   0,   0,   0,   0,   0,   0,   1,   1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.54, 1.37, -19, 538,   0,   0,  -1,   1,   1,  -2,   2,  83, 2017,   1,   1,  -1,   0,   0,   0,   0,   0, 164, 161, 167, 163, 231, 224, 227, 224, 25, ANGLE_MODE, 0, IDLE, 1, 1
1105, 35911032,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.54, 1.37, -19, 538,   0,   0,  -1,   2,   0,  -2,   2,  83, 2017,   2,   0,  -2,   0,   0,   0,   0,   0, 164, 165, 164, 163, 231, 221, 227, 227, 25, ANGLE_MODE, 0, IDLE, 1, 1
1106, 35911284,   0,   0,   0,   0,   0,   0,  -1,  -1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.54, 1.37, -19, 538,   0,   0,  -1,   0,   0,  -2,   2,  83, 2017,   1,   0,  -2,   0,   0,   0,   0,   0, 165, 167, 161, 162, 226, 229, 227, 227, 25, ANGLE_MODE, 0, IDLE, 1, 1
1107, 35911535,   0,   0,   0,   0,   0,   0,  -2,  -1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.54, 1.37, -19, 538,   0,   0,  -1,   1,   0,  -3,   2,  83, 2017,   0,   0,  -2,   0,   0,   0,   0,   0, 164, 169, 160, 162, 231, 229, 227, 224, 25, ANGLE_MODE, 0, IDLE, 1, 1
1108, 35911787,   0,   0,   1,   0,   0,   0,  -2,  -2,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.54, 1.37, -19, 538,   0,   0,  -1,   1,   0,  -3,  -1,  86, 2011,   1,   0,  -3,   0,   0,   0,   0,   0, 164, 171, 159, 162, 231, 223, 225, 227, 25, ANGLE_MODE, 0, IDLE, 1, 1
1109, 35912039,   0,   0,   1,   0,   0,   0,  -2,  -2,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.54, 1.37, -19, 538,   0,   0,  -1,   1,   1,  -3,  -1,  86, 2011,   1,   1,  -3,   0,   0,   0,   0,   0, 164, 173, 158, 161, 231, 228, 225, 227, 25, ANGLE_MODE, 0, IDLE, 1, 1
1110, 35912290,   0,   0,   1,   0,   0,   0,  -3,  -2,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.54, 1.37, -19, 538,   1,   0,  -2,   0,   1,  -2,  -1,  86, 2011,   1,   1,  -2,   0,   0,   0,   0,   0, 164, 175, 156, 161, 225, 228, 225, 227, 25, ANGLE_MODE, 0, IDLE, 1, 1
1111, 35912543,   0,   0,   1,   0,   0,   0,  -3,  -3,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.54, 1.37, -19, 538,   0,   0,  -2,  -1,  -1,   0,  -1,  86, 2011,  -1,   0,  -1,   0,   0,   0,   0,   0, 163, 175, 156, 162, 226, 222, 225, 225, 25, ANGLE_MODE, 0, IDLE, 1, 1
1112, 35912794,   0,   0,   1,   0,   0,   0,  -2,  -3,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.54, 1.37, -19, 538,   0,   0,  -1,  -2,  -1,   0,  -8,  87, 2010,  -2,  -1,   0,   0,   0,   0,   0,   0, 162, 174, 158, 163, 226, 222, 225, 229, 25, ANGLE_MODE, 0, IDLE, 1, 1
1113, 35913045,   0,   0,   1,   0,   0,   0,  -2,  -2,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 16.54, 1.37, -19, 538,   0,   0,  -1,   0,   0,   0,  -8,  87, 2010,  -1,  -1,   0,   0,   0,   0,   0,   0, 161, 172, 160, 163, 226, 222, 227, 229, 25, ANGLE_MODE, 0, IDLE, 1, 1
